sentiment,review_body,product_category
1,"The fabric is so thin  i think this entire garment might actually fit in a normal-sized letter envelope. the problem is not going to be that the garment is see-through (which it is) - it's the fact that the super thin fabric is not silky  it's cotton-ey  and i suspect it will get ""stuck"" against the back of my shirt/pants while i'm wearing it and not drape nicely. i wonder if some tiny weights could be sewn to the bottom hem to keep it laying properly.....    however  i'm such a sucker for a pre",Jackets
1,"I am very happy about the jacket. i like the material and the cut. i was able to wear the jacket for a walk on a rather windy day  about 60 f  with a thin sweater underneath  and it felt comfortable.     the fit is very flattering. i would prefer the sleeves to be a little longer (5'7""  125 lb  got size s). also  i wish the lining was full  not just the front detail - it would allow more versatility. but that's just me...    overall  i like it :))",Jackets
1,I have always liked this look so ordered my usual size s. fit is good & looks pretty much on me as in the pic - even the arm length works - not too long. i don't care for the placement of the top buttons which are just cosmetic. they dangle downwards showing more of the loop than the button itself. placement is not directly over the bottom buttons  which puts it in the lower breast area. mmmmm... not the look i want. looks unattractive. if i keep this  i will have to move the buttons more in lin,Jackets
1,This blazer is really well made  it has a nice weight and stretch to it. i think it might run a bit on the large size  i am sometimes a small and sometimes an xs and the xs is perfect. it's a great blazer to throw on to cinch together a casual yet put together look. i don't think the picture here does it justice. it will be getting a ton of wear in my work wardrobe. i love it!,Jackets
1,I have not owned a denim jacket of this kind in...15 years? i have a wonderful pilcro chambray jacket with a military cut from last year  but this kind of boxy  straight up denim jacket cut has not been a part of my life for a while. however  i was in a store last weekend and with the additional 25% off  i thought it might be wise to give this a try. i'm so glad i did. i've now tried it over two fairly girly dresses  with tights and booties (it's not exactly spring in boston yet)  and i love it.,Jackets
-1,I've purchased pilcro jeans in the past and they've held up great. unfortunately  the material used for this particular jean is a far  far cry from what it used to be. the thighs of these jeans start pilling (yes pilling!) after just a few wears. i've never had jeans do this -- whatever denim blend they are using is a complete disaster.    don't buy these -- you will be very disappointed.,Jeans
-1,I finally ordered a pair of these jeans after seeing so many rave reviews  and when they went on sale. i'm leaving this review for women who share my body type.    i'm slim with longer legs  and don't really have curves. i typically don't purchase jeans with an inseam shorter than 30''. for reference  i really love the fit of paige and m.i.h. jeans.    these jeans have an inseam of 31''  which i thought would be fine. but for me  the cut wasn't flattering at all. i typically look for jeans that,Jeans
-1,So after reading the 2 reviews  decided to just order my usual size (26)  thinking they might be a tad snug. wrong! they were huge! i looked at the size to see if they sent me a size 30 by mistake! unfortunately small sizes sold out. quality is excellent as well as style  so bummed!,Jeans
-1,"I agree with the other reviewer: the snaps at the ankle are a cute idea  but bad in execution. they look and feel odd when on. ---------- these fit tts  and they are soft with decent stretch. but the rise is much lower on me than other 8.5"" rise jeans i have; as a 43 year-old woman they seemed inappropriately low-hanging on me. ---------- as an aside  these will def. color transfer - there is a whole lotta rinse on these. and they have a strange chemical smell to them; not sure if that will diss",Jeans
-1,Buttons were broken off when i opened the package  stretchy at waist  not good quality for the price.,Jeans
-1,I've worn citizens for almost 12 years now  i keep going back because i have an athletic figure (my thighs and butt are bigger than my waist)  and usually citizens fit and hug all the right places and are made with a certain quality expectation - these did not meet any of those standards  the ripped as soon as i put them on. the material seemed cheap.,Jeans
-1,I've never had a problem with pilcro jeans. i own several pairs. however  i ordered my regular size 28 (i'm 5'3  120 pounds) and not only were these jeans thin  they had zero stretch and after 1 hour of wear stretched out horribly. they fit really loose and hung around my knees and legs which is very disappointing for a skinny jean.,Jeans
-1,I ordered these jeans twice because i love them. the first pair were mis-marked by about 4 sizes so i re-ordered. second pair still didn't fit  they run really small  i would probably need one maybe two sizes larger than normal to achieve the fit and feel of the other skinny jeans in my closet:(,Jeans
-1,Long-time ag jeans fan. lately though  i'm finding the material is much too stretchy. i wanted a good pair of jeans. if i wanted pajama jeans  i would've ordered them. i found the same thing with the steve capris i ordered (same review there).  so back both pairs went.   it's a shame because the color was as pictured and just what i wanted. if only they had been made out of actual jeans material.,Jeans
0,I absolutely love the fit of these jeans! they are perfect in length and fit nicely on the hips. they are fitted and look nice with boots  but they do not feel tight at all because of the legging material. legging material  while comfortable  typically feels thin  but these do not and they are quite warm.  the one major drawback is that the pants have pilled on the thighs. i have had these pants for about 1.5 months now and i have washed them (and have hang dried them) about 4 times. i have neve,Jeans
0,I was so glad to find such a beautiful item made in the usa. i knew the workmanship would be above average. the embroidery is gorgeous and makes these jeans so unique. i am usually a 24 in pilcro slouchy chinos  size 0 in most pants   25 in jeans so i ordered these in xs. the waist was at least 7-8 inches too large. they were enormous in every aspect of fit. no belt could possibly make these stay up. very disappointed . i would recommend an xs if you are a size 6 to 8.,Jeans
0,Beautiful thick sturdy denim. probably the best denim i own in terms of the material. the cut can be awkward as it can be tight across the thighs and hips and kinda makes my butt flat. however i love the wash and quality of the material and at a sales price  totally worth it.,Jeans
0,Nice soft jeans  cute style  and i wish i could keep them...they just are too small on me. :/ not sure if i've gained weight (which i don't think i have because i had on a size 28 pair of pants today) but i ordered a size 29 in these jeans and they zipped but just too snug around the waist. i would honestly need a 30 or 31. looks like they are selling out quickly so i doubt i'll be able to get the size i need.   if you have a small waist i think they would be fine but they don't fit my body type,Jeans
0,"The tag on the jeans said ""won't stretch out""  and i've already returned one pair to size down when they stretched out by the end of the first wear. ive been wearing the smaller size for a week  and it's stretching out as well. the crotch ends up dropping two or 3 inches and i keep having to hike the pants up in public  after just a week of owning them. i love paige jeans  and the cut and color of these are amazing. i'm going to have to size down one last time just to get them to stay up  i hope",Jeans
0,I went on a wild goose chase for these jeans  as they were sold out all around the country. i finally got the last pair from some store in the midwest! they are my favorite pair of jeans  they fit very well. however  for the price  they should not get loose and baggy after 1-2 wears. i hate that they need to be washed and dried so often so that they will fit properly. expensive jeans should not sag. i have abercrombie jeggings for a fraction of the price that never get loose  even after 20 wears,Jeans
0,As other reviewers have pointed out  the bum is not flattering. the pockets are wide and the fit sort of flattens you out. bummer. literally. too bad  i wanted these to work more than then coh's parker cropped. the coh's win. my wallet loses.,Jeans
0,I have been looking for a quality pair of black skinny jeans for a while. after reading the reviews  i had such high hopes for these jeans. i bought it in my usual size 28 and while the top part fit perfectly  i found that the bottom was too tapered in and ultra skinny making it not look right. sadly  i had to return.,Jeans
0,After losing a lot of weight i thought i'd try a pair of skinny jeans and since pilcro is my favorite jeans brand  i bought my usual pilcro size but wow. these are just way too tight. they pull on like leggings or tights  clinging to every part of your leg - there isn't even a bit of looseness around the calves and my lower legs have never been big. i kept thinking i'd just lose more weight and they would fit better but that isn't happening either (the fit) so these are going to my daughter who,Jeans
1,"I am a pilcro hyphen fan and have bought nearly every embellished jean they've made in the last few years. these  however  are just not for me. i love the faded wash  and i thought the embellishment would be fun for the fall and holidays. however  there's just so much of it! it's beautifully done  but the jeans actually feel bulky and stiff in the pocket and upper thigh area. i've had other ""beaded"" jeans  but they didn't feel quite so ""crunchy"" when i wore them. one other note: these seem to ru",Jeans
1,Absolutely beautiful and well made. this pair of jeans is perfect  no flaws whatsoever. i usually wear size 27 but bought the 26 as it fits better. 27 is very slightly loose but i think it supposed to be like that for a boyfriend jeans. i prefer it nice and fitted  so 26 works better. i'm lucky to find them still available in the store while it's not online. i didn't hesitate to buy at full price  which i rarely did. i'm so in love with my new purchase. very happy!,Jeans
1,"I cannot speak more highly of these jeans! i am a standard size 2  5'3"" and have never been able to purchase a pair of jeans and wear them right away. i *always* have to hem them by massive amounts. these jeans are so flattering  the wash is amazing. i have worn them with cute ballet flats and tall boots so far  but i think the possibilities are endless. i am petite but in a curvy way and i haven't felt these great in a pair of jeans in so long. the wash is great for dress up/dress down. i have",Jeans
1,These are so comfy. i will wear them for 3 seasons. so worth it - especially on sale.,Jeans
1,"I have been eyeing these jeans for a while but was hesitant because of the price and also because i'm short waisted so don't normally like high rise pants. i finally pulled the plug when i had a 15% off code (still expensive imo). i am so glad i finally bought them - they are well worth the price! i am 5'6"" with longer legs and i agree with the other reviewers that these run a little longer than one might anticipate. they hit about 2 inches above my ankle bone  which suits me just fine. they are",Jeans
1,These jeans are pricey and worth every dollar.  fits in the right area and makes your butt look perfect.  ladies  if you have thick legs...these jean are meant for you.,Jeans
1,"The most disappointing thing about buying flare jeans when you're 5'4"" is taking them to the tailor to have a chunk of what makes them flares hacked off. not so with the petite 31"" inseam on these!!! love the perfect amount of stretch  the rise is high but not too high and the flare is perfect. definitely recommend.",Jeans
1,I love ag stevie jeans but these are my favorite. super soft with just the right amount of stretch. they keep their fit and don't stretch out. the very dark wash makes them extremely flattering. i'm petite and a bit curvy and these are extremely comfortable.,Jeans
1,Great fit! no bagging and sagging and they fit true to size. very cute! for reference  i&#39;m 5&#39;2  115 lbs and take a 26p. they look just like they do on the model. i highly recommend!,Jeans
-1,This material is a nice quality but the shirt is boxy and shapeless. it was not flattering at all on my shape. i don't think it would look nice on anyone with an hourglass shape or fuller chest.,Knits
-1,After reading all the reviews and sizing down one size. i got my top size m  i usually wear m/l depending on the style. i'm 6 ft tall  160 lb  i like my clothing loose but not as loose as this top. i should have gone to xxxxxs if such exists. no wonder there is such a low leap in price. it is a good quality though  and very nice pale peach color. no would not recommend  unless you wear 3xxxl,Knits
-1,Ordered a l and xl  the sleeves were so tight on both sizes but the rest of the shirt was wide and loose. the tight sleeves were not proportional with the rest of the shirt. both sizes had to be returned.,Knits
-1,It's nice material but the design makes you look like a pregnant lady,Knits
-1,"Sadly  going back. ordered m  light color option  very difficult to pull over my head  not a good sign. got it on and neckline looked attractive (height w/o being a mock turtle)  but whole thing a bit small around middle. could order the l  but i'm not liking the feeling of the fabric  it feels tight with restrictive and nonuniform stretch: 33 cotton/27 poly/27 acrylic and 95 rayon/5 spandex ""contrast""  which must mean the stripes. combine w/fact that the two wide stripes are right at my middle",Knits
-1,This open cardigan runs really big and has way too much fabric. even going down a size i felt like i was swimming in it.,Knits
-1,The fabric is a nice weight knit and the top generally well made. unfortunately  the fit was enormous. i've an athletic build w/ big boobs & normally wear l in retailer tops.,Knits
-1,I loved this shirt until the first time i washed it. it shrunk so much it became unwearable. when i returned it the salesperson said she had also bought this shirt and the same thing happened.,Knits
-1,The photo of the mila turtleneck where model has her hands to her sides  and just below her hair  there is a bit of extra fabric which falls to the bottom of the sweater in a bit of a pleat- well  it's not representative of the abundance of fabric in the xl. i usually wear an l or xl well with retailer clothing. the excess added the appearance of excessive pounds from breasts to bottom of sweater. bummer. i'll be returning it.,Knits
0,"I tried yellow motif  but unfortunately  i did not purchase it.  it was quite difficult to explain why it did not work for me...  i liked its floral pattern and shape of sleeves.  texture was ok.  usually  i like a cool touch of linen.  but this t-shirt was not as comfortable as the other products made of linen.  i was not quite sure; it just was not right for me.  only word i could think was ""average.""  personally  i do not recommend it  but who knows  maybe it is right for you...  so  try wear",Knits
0,I don't have a lot of pink or lavender in my wardrobe  but any time i do try a shade like this on i always think it compliments my skin tone and hair color. i generally wear a mauve-ish or coppery eye shadow and the color of this shirt looks beautiful against that makeup too. unfortunately  i just don't find the shape of the top to be flattering. it's really long  so the way the model has it partially tucked looks best but i'm not really thin like her and i have a larger chest... it just doesn't,Knits
0,"I was looking for a shirt of this style. i thought it was very cute  but it is not ""red' as advertised. it is really a brick orange-y color  which is definitely not what i wanted. very disappointed. sent it right back.",Knits
0,"I found the color to be a bit blah  and the sweater is chunky and is a tad too short for wear it lands. also  because of its ""chunkiness "" it doesn't tuck in as nicely to a pair of jeans as it appears to on the model.",Knits
0,This is a really cute shirt. i love the design  color and everything about this shirt but the size. i am 5'1 and 105 lbs  i can usually wear an xs or xsp. the xs was huge and they were sold out of smaller sizes or i would have ordered one. this unfortunately had to go back.,Knits
0,I purchased this shirt in a medium  in the wine color. i love the drape and fit of the shirt. it has a laid back vibe and the material is supper soft and comfy. it is also a bit more substantial than some of the thinner shirts i've bought at retailer. you could easily dress this up or down. i wore this shirt a couple times and then machine washed it on cold on a delicates cycle and dried it flat. it majorly shrunk! now i can't wear it because the length shrank at least an inch or more. if you purc,Knits
0,I loved the material's texture and drape  but it was too sheer for me. i am 100% against having to wear a tank under white tees. (which means i have a lot of trouble finding any white tees  but...)     other than the see-through nature  i loved this shirt!,Knits
0,I ordered this in white. the material is similar to a polo shirt  which i hadn't counted on. it was also on the large size and just unflattering on me. still  the quality seemed to be good.,Knits
0,I bought this shirt in 3 colors. soft  comfortable fabric  as other reviewers have mentioned  and nice detailed sleeve. i am gravely disappointed in the fabric quality since after wearing this one time with a necklace (as shown in the picture) it developed tiny pulls. i should mention that it was a very plain necklace  nothing sharp  pointy etc. i will most likely return all 3 shirts.,Knits
1,I bought this shirt specifically for the extra details on the shoulder. when i received the shirt  it was a little stiffer than i expected but not enough to return it for being too uncomfortable.,Knits
1,I love that this top is dressy  yet comfy. it is perfect for work and relaxing with friends after. i recommend purchasing this blouse.,Knits
1,I wanted this this top when i saw it online but was hesitant when i read the review however i went to the store and was able to try it on  good thing. i'm not a fan of the off white/beige material but really like the black style. i had no problem with the shoulders staying down. idid get it in a small a size up for me.,Knits
1,Tried this on to see if the size works in regular size  and i love the fir  it si very feminine and flattering. i will have to go back for it. both apttenrs are really nice  and it also comes in balck in my store.  neckline is super flattering.,Knits
1,Very soft  comfortable piece that can be worn casually with jeans and a tee or over a blouse or sheath dress for work. i like the 3/4 length sleeves and pockets,Knits
1,"What a fabulous find! i purchased the grey and it looks great with different shades of blue jeans. i am 5'9"" 136lbs and wear a size 6..... 34 c and the medium fits wonderful. was worried it would run short  as i am long waisted  but fits just a bit shorted then pictured. i love tucking the front in and letting the back hang out.",Knits
1,Love  love love this top. it's got a little bit of a native american vibe without being over-the-top. i tend to wear a small in retailer  but the medium was the way to go for me. it's not long  and the style errs on the not-tight side. if you can go between two sizes  don't get the smaller one. and i love the shade of yellow!,Knits
1,This jacket has been a fun addition to my wardrobe. it has a very cute fit  and i like that it pulls in a bit at the sides to give it a form fitted look. best of all it stretches well despite the form fit; you can cross your arms or raise them up and you don't feel like your movement is restricted. i really like the soft suede-like material on the inside of the arms and the sides of the jacket. it fits true to size. can be worn casual or dressed up a bit. highly recommend!,Knits
1,I am very happy with my purchase. it is a great sweater! very easy to wear and cute! i am very sensitive to scratchy wool products and this one is very soft. i highly recommend it.,Knits
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
1,Love the aqua print  which looks vaguely japanese to me. the quality is good  but unlike the other reviewer  i had to size up. my usual size x small was too tight. wish there were more colors.,Layering
1,Love this tank! prettier shade of yellow in person. love the strap width and length. wish they'd bring back more in lots of colors. i sized up one from my usual size and will have to shorten the length of the strap myself  but it's an easy alteration and is totally worth it! especially good at sale price. i really hope they make more in the style in lots of colors. great find!,Layering
1,Nice practical tank  that i can wear with everything. but  the fabric is kind of weird - overly warm and pulls up around the bottom when i wear it sometimes. i would still recommend it  but just know it's not just a cotton tank.,Layering
1,I have these in many different colors  some with stripes. very versatile and i wear them all year around.holds well through the washing. love these tank top.,Layering
1,I orderd this product in a size large  because i was afraid of it being seamless would make it too tight on my larger chest (32ddd)  however the opposite happened. because it doesn't have any kind of seams it is very boxy and not skin tight like i expected  however it still works because it does fit me around my chest comfortably and when worn under something it gives a nice blouson effect. also  the v is a very nice depth- not too deep or too shallow. overall  i'm happy with it because it's a n,Layering
1,Never want to take this tee off  so comfy  & neutral  ecru stripe  with a teeny bit sparklecolor is superb! goes with a ton of items from my own closets! need more in every color/print/stripe......just feels ooh  soooo good,Layering
1,I purchased this shirt and was hoping to be able to wear it without a tank underneath (because of the lace detailing on the back). however  this shirt is a bit see-through  so i still had to wear a tank with it. it's very cute even with the tank though!,Layering
1,I really like this top. perfect underneath cardigans or on its own. the fabric is a bit thin so light colors may be see through. love the wider style so there is no bra show. versatile. i see myself purchasing more of these!,Layering
1,"Looking for the perfect camisole that smooths the flab  keeps you warm or cool as appropriate  doesn't ride up  and looks good? this is it! it takes a bit of extra effort to get this cami over your head and pulled down  but once you do  you say ""ahhh!"" it feels good and is a blessing--a seamless bit of control of middle-age  middle-body flab. for sizing: i wear a size 4 in most clothes  and in this cami  i can wear a small/medium or a medium/large. the former pulls in more  but the later gives m",Layering
-1,Super itchy! had to return.,Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,"These socks were so narrow  especially on top  that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow  i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily.",Legwear
-1,These could barely fit over my calf and did not even broach my knee. i have big calves but i am otherwise i slim and normal sized woman. these are way too tight and narrow to enjoy or to get much use out of.,Legwear
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
-1,I ordered these pants in my usual size (xl) and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i couldn't keep them on so  of course  back they go! too bad! the sweater quality is great.,Legwear
-1,I am so sad i have to return these leggings. they're adorable--so much so that my fiancã© commented favorably on them--but as other reviewers have pointed out  there's no elastic or string in the waistband so you have to walk around holding them up with one hand or they'll fall down! why  sleeping on snow? whyyyyyyyyyyy? they're so great otherwise!,Legwear
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
-1,Adorable foxes  i was smitten in the store but the fix is bizarre and the foxes don't come up very high so you're limited in the length you can wear. i bought the m/l based on salesperson advice and i can't imagine trying anything smaller  i usually wear a size s or 4 bottom  these were super snug. back to the store they went.,Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
0,"I am 5' 10"" 135 lbs  normally a size 4l and ordered both a small in the navy and a medium in the beige. the elastic waist on both is not a tight/ muffin-top producing elastic like on some thinner banded leggings. in fact  the elastic is very loose  not very stretchy on either of the sizes. i think the s had been previously tried on  given the state of the packaging and the fact that the seat of the pant was already a bit stretched out. the m is definitely too large so i would say that these run",Legwear
0,I've never owned sweater leggings before so these were my first. i had to order large because well i have some junk in the trunk (am 10/12 on bottom and 8 on top). these are a teeny bit scratchy but i'm hoping with a wash they'll soften up--but they're really loose too so i'm also hoping they'll shrink a teensy bit.,Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,I have the blue and gray and love the look and feel. however  the gray within days ripped at the seam and other areas.,Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
0,I wanted to love these  but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute  but unfortunately must go back for me.,Legwear
1,My new favorite socks! has a grip and doesn't slip off like some of my other liner socks have because this one covers more of your feet. perfect for my low boots.,Legwear
1,These are the best leggings! they were so comfortable that i wore them all day and then to bed; i didn't want to take them off. i'm hoping to get a few more pairs.,Legwear
1,Wonderful fit - love that these have a bit of texture to them and the structure is perfect. easy to wear with ankle boots or flats  and thick enough that you don't have to worry about see-through incidents. the only issue that i have is that the elastic in the waistband isn't secured  so it tends to twist around - just a minor annoyance and wouldnt stop me from ordering these in another color!,Legwear
1,Fun to wear inside sneakers or just around the house shoeless. my daughters tried to take them  but i held on to them.,Legwear
1,These socks feel amazing-i have them in both colors.  you would be surprised at the softness of these socks  yet they are slightly thicker than normal dress socks. i have weird toenails that tend to pierce through the tops of socks so a thicker sock is something that is very attractive to me. i feel like these would last a long time  with the bonus of making my feet feel like they are at the spa-these socks are soft?  these socks do not stay on my thigh so i have to use a garter and wear them li,Legwear
1,These are more than what i had expected! they're beautiful and fit like a glove. i'm thrilled that i purchased them.,Legwear
1,Cute socks  very comfy as well. good quality in person.,Legwear
1,I am so happy i decided to purchase these. they are the only invisible socks i've found that actually stay on my feet. all others always slip off my heel... these are great!,Legwear
1,"These tights are so cute  but the sizing leaves much to be desired. i guess they are true to size since they are labeled s/m.  i'm 5'0"" with shorter legs than torso  and i suppose i'm lucky that i have muscular (read: large) quads/thighs to suck up some of the fabric  otherwise these might have just bunched up at my ankles.  the other thing i don't love about them is the feel of the fabric - it's more sweater-like (and not a soft sweater) than stretchy. maybe that was the intent  but i find tigh",Legwear
-1,This is a great dress if you don't want to leave the house or you want the world to see your nipples.,Lounge
-1,I'm 5'3 and ordered the small. as soon as i saw it in person  i knew it was an item to return. the material is too transparent  and designed to wear with undergarments or swim gear that you want people to see. it was way too long for me. i think it would work for a taller person. i just didn't feel it was worth the money for the quality and transparency.,Lounge
-1,I loved this dress from the moment i tried it on. so flattering to my postpartum body without being a huge tent. soft fabric  and for a white/lightly striped dress  not sheer. i'm bummed because after washing only twice (followed the instructions to wash) on gentle cycle and low tumble dry  holes started appearing everywhere  both on the cream ribbed hem in the front bottom and all across the chest  in the white part of the fabric only (it looks like the black stripes are holding the holes toget,Lounge
-1,I really wanted to love this piece but it was very large. i'm 5'2 and ordered xs/s and i have return due to size.,Lounge
-1,These are light and airy and pretty. they also tore the third time i wore them and not on a seam - a little above the knee while i was lying in my bed.    they also do not slim the figure and the fabric is slightly see-through as it is so thin  therefore if you are looking for serious lounge pants - great - i would not leave the house in them... or turn over in bed in them.    when i sit  the slits fall down around my thighs. my son complimented my dress the other day because the slits give way,Lounge
-1,"I was so disappointed with the quality of this dress  especially because it looks so beautiful on the model. the fabric was so thin that after one hand wash  it's already developing a tiny hole and pilling. also  it is definitely not a ""day dress""--i wore it as a swim coverup  but it is much too thin and pajama-like to be worn as an actual dress. the color is much different in person--the blue is brighter and  for lack of a better way to describe it  cheap looking. the white banding around the t",Lounge
-1,I'm upset. i ordered the grey sweatshirt and while the description says the sweatshirt has a zipper  the picture of the grey does not have a zipper. i prefer no zipper  so when it arrived in the mail with a zipper  i was disappointed. it's going back. why have a model where an item that you're not offering???,Lounge
-1,The print on these leggings is so cool but they are completely see-through. i mean seriously  seriously see-through.,Lounge
-1,"This dress looked great on the hanger  but once on  it did absolutely nothing for me.    navy is one of my most flattering colors  but the navy in the dress did not make up for the yucky second color that was so blah it just reminded me of dirt. that second color made me look drab.    i am 5'8"" with a long torso and wear a size 12 in tts tops and dresses  but the waist on this dress hit at an uncomfortable spot between by waist and ribs. i really needed the waist to be dropped further. or higher",Lounge
0,"I loved the actual design on the fabric. the flowers are gorgeous and i was really looking forward to wearing them  but the fabric was much too thin for me. i was surprised because another review said they were thick. to me  it felt like tights material  almost. however  they were not see through  which is great. overall  they just didn't look great on my body. 5'9"" size 6/8 curves  medium was a bit too loose.",Lounge
0,"Loved the material  but i didnt really look at how long the dress was before i purchased both a large and a medium. im 5'5"" and there was atleast 5"" of material at my feet. the gaps in the front are much wider than they look. felt like the dress just fell flat. both were returned. im usually a large and the med fit better. 36d 30 in jeans",Lounge
0,"First one i received was ripping apart already in the sleeve opening at wrist (warning: very tight sleeves!)  plus 2"" of the green shiny band detail was missed altogether by whomever sewed this particular one- just left unstitched. and long threads were hanging in several places. this is by no means a quality piece and is severely overpriced. on the positive side  it is very cute and i'm keeping the replacement one  but know that it is also delicate. after one use  there is a snag on the inside",Lounge
0,The blue was a great color and i like the idea of a reversible top. however the xs was just swimming on me. this looks much more fitted in the pictures. my favorite workout top is from this brand and it is fitted and held up for 6 months. where are the fitted tops?? i'll keep looking.,Lounge
